brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_gmall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_xentro,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
biyaya kofi,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Biyaya Kofi
bizaare exhibit zar clothing collection,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BIZAARE EXHIBIT ZAR CLOTHING COLLECTION
bizaare hbc,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BIZAARE HBC
big joy,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Big Joy
big boys toyshoppe,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Big Boy's Toyshoppe
beauty getaway wellness spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BEAUTY GETAWAY WELLNESS SPA
bellezza skin care and spa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BELLEZZA SKIN CARE AND SPA
belly bob,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BELLY BOB
benanth,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BENANTH
bench & bench body,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Bench & Bench Body
bench beauty,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BENCH BEAUTY
bench herbench,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Bench + Herbench
bench uno siopao house,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Bench Uno Siopao House
bench watchman,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BENCH WATCHMAN
benibana beauty hub,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Benibana Beauty Hub
benlife,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BENLIFE
bens halo halo ice cream,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Ben’s Halo-halo Ice Cream
bens kitchen,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,BEN'S KITCHEN
bens x meshiya,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Ben's x Meshiya
bensons graphic arts,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BENSONS GRAPHIC ARTS
beppos barbershop,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Beppo's Barbershop
berches,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Berches
bellus international,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Bellus International
bellemoire,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Bellemoire
big boys toy store,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,BIG BOYS TOY STORE
bellecrown salon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BELLECROWN SALON
beauty goals,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BEAUTY GOALS
beauty palace salon and nail spa,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,BEAUTY PALACE SALON AND NAIL SPA
beauwarts,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Beauwarts
becs salon & spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BEC'S SALON & SPA
bee & co,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Bee & Co.
bee healthy,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Bee Healthy
beef pares house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BEEF PARES HOUSE
beginnings the ring store,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BEGINNINGS THE RING STORE
being juice,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Being Juice
belaggio bingo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Belaggio Bingo
bella beta,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BELLA BETA
bella blossom flower shop,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BELLA-BLOSSOM FLOWER SHOP
bella glowing skin,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Bella Glowing Skin
bella mecanica salon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BELLA MECANICA SALON
belle ville pancake cafe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BELLE-VILLE PANCAKE CAFÉ
berlein,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BERLEIN
bern oasis of halohalo,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Bern Oasis of Halohalo
bernabest siomai house,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BERNABEST SIOMAI HOUSE
bernardos watch repair,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Bernardo's Watch Repair
bhdc barrera hernandez dental diagnostics,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BHDC BARRERA-HERNANDEZ DENTAL DIAGNOSTICS
bhf jewelry & cash loan,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BHF Jewelry & Cash Loan
bianang delicacies,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,BIANANG DELICACIES
bibingka manila,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BIBINGKA MANILA
bibingka mnl,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Bibingka MNL
bibingkintan,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Bibingkintan
bibingkyut,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BIBINGKYUT
bibo shoes melvino,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BIBO SHOES MELVINO
bibo shoes red diamond ii,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BIBO SHOES RED DIAMOND II
bibo shoes sandugo,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Bibo Shoes SANDUGO
big & small & chicco,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Big & Small & Chicco
big bee,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,The Big Bee
big belly burgers,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Big Belly Burgers
big boss barbers,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Big Boss Barbers
big boys,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Big Boys
bf potato fries,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BF POTATO FRIES
beyond polish,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BEYOND POLISH
between days,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BETWEEN DAYS
best lolama,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Best Lolama
bernie s barbers,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Bernie\'s Barbers
berovan medical supplies,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Berovan Medical Supplies
bertmarks,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,BERTMARKS
beso beso,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Beso-Beso
best cool bicycle,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BEST COOL BICYCLE
best fried noodles temporarily closed,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Best Fried Noodles TEMPORARILY CLOSED
best nephro specialist corporation,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Best Nephro Specialist Corporation
bettinas fashion boutique temporarily closed,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BETTINAS FASHION BOUTIQUE TEMPORARILY CLOSED
best print,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Best Print
best toys,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Best Toys
bestfriend pawever,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Bestfriend Pawever
beth charms and accessories mini gem exhibit 12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,BETH CHARMS AND ACCESSORIES MINI GEM EXHIBIT #12 ( FC created space # 10 )
better burger,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,BETTER BURGER
bettinas fashion boutique,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,BETTINA'S FASHION BOUTIQUE (OPEN)
father & sons,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,FATHER & SONS
father and sons barbershop,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,FATHER AND SONS BARBERSHOP
mins korean grilling station,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,MIN'S KOREAN GRILLING STATION
l1 104 01a 2 noodle house rose mary cellphone,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,L1- 104 -01A -2 Noodle House ROSE MARY CELLPHONE
l1 104 01a 4 master siomai minigem exhibit,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,L1- 104 - 01A -4 MASTER SIOMAI MINIGEM EXHIBIT (20)
la birria tacos & nachos,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA BIRRIA TACOS & NACHOS
la birria tacos nachos,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA BIRRIA TACOS NACHOS
la casa empanada,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,La Casa Empanada
la casa empanadas,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA CASA EMPANADAS
la casetta de britt restaurant,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA CASETTA DE BRITT RESTAURANT
la chambre de beaute beauty salon,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LA CHAMBRE DE BEAUTE BEAUTY SALON
la chicks hot chicken,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,La Chicks Hot Chicken
la estetica,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA ESTETICA
la europa ceramica,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA EUROPA CERAMICA
la fiesta filipino cuisine,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA FIESTA FILIPINO CUISINE
la floreria,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LA FLORERIA
la halo halo,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LA HALO HALO
la hanan,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA HANAN
la kuseana,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA KUSEANA
l1 104 01a 3 lemon express minigem exhibit,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,L1- 104 -01A -3 Lemon Express MINIGEM EXHIBIT (30)
l sea dimsum and noodle house,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,L SEA DIMSUM AND NOODLE HOUSE
la lola,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LA LOLA
l royale,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,L' Royale
kuysen,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUYSEN
kuzina guadalupe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUZINA GUADALUPE
kvik,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KVIK
kylas bistro,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kyla's Bistro
kylie cellphone and accessories shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KYLIE CELLPHONE AND ACCESSORIES SHOP
kyocera mita,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KYOCERA MITA
kyoda1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,KYODA1
kyoken travel tours,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KYOKEN TRAVEL TOURS
kyushu ramen,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,KYUSHU RAMEN
l & y mobile phone & computer accessories,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,L & Y Mobile Phone & Computer Accessories
l a eatery,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,L. A EATERY
l a music & sports center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,L.A. MUSIC & SPORTS CENTER
l entrecote,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,L' Entrecote
l foods corporation,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,L FOODS CORPORATION
l o f t,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,L.O.F.T.
la kusina,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LA KUSINA
la maison,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,La Maison
jh enterprises,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JH ENTERPRISES
ladybelle nail and body spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LADYBELLE NAIL AND BODY SPA
lago de dalahican,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lago De Dalahican
lagrima,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Lagrima
lahlahlah,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LAHLAHLAH
laizah beauty,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LAIZAH BEAUTY
lala annies sizzling food house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lala Annie's Sizzling Food House
lalaines fashion boutique,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lalaine's Fashion Boutique
lalaurs beauty products,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lalaurs Beauty Products
lam ay furniture,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAM-AY FURNITURE
lamier jewelry,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Lamier Jewelry
lanas sweet delights,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LANAS SWEET DELIGHTS
lanchi,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lanchi
land bank,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Land Bank
land registration authority,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LAND REGISTRATION AUTHORITY
landcell,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Landcell
lander,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Lander
lagalag,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LAGALAG
lady grace,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Lady Grace
la nilad coffee,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA NILAD COFFEE
lady carat,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,Lady Carat
la oriental wellness spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LA ORIENTAL WELLNESS SPA
la perfecta,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,La Perfecta
la perfecta wellness spa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,La Perfecta Wellness Spa
la provence,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LA PROVENCE
la rizza clinica dentista,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,La Rizza Clinica Dentista
la treats,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,La Treats
lab by the eyebrowdery,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAB BY THE EYEBROWDERY
lachis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LACHIS
lacoste 9173274638,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lacoste 9173274638
lacoste footwear,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LACOSTE FOOTWEAR
lacoste live,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LACOSTE LIVE
lacoste outlet,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lacoste Outlet
lacoste sports,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LACOSTE SPORTS
lactation treats,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LACTATION TREATS
lady annes tarts & pastries,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LADY ANNE'S TARTS & PASTRIES
kuya korea,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUYA KOREA
kuya js restaurant iguanas,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,KUYA J's Restaurant IGUANAS
kuya js restaurant,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kuya J's Restaurant
koi,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Koi
komoro soba,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KOMORO SOBA
konbini karaage,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Konbini Karaage
konbini store,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Konbini Store
kong vr,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Kong Vr
konsis shawarma,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,KONSI'S SHAWARMA
konvy,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KONVY
kooke house pop up store,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KOOKE HOUSE POP UP STORE
koomi temporarily closed,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Koomi TEMPORARILY CLOSED
kopi by jims recipe,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Kopi by Jim's Recipe
koreana look,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KOREANA LOOK
korn,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KORN
korte,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Korte
korte ni bella mechanica,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KORTE NI BELLA MECHANICA
kosmetikos center,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Kosmetikos Center
kowloon house jr,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,"KOWLOON HOUSE, JR."
komoro japanese dining,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KOMORO JAPANESE DINING
kogi vegi,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KOGI VEGI
kuya j restaurant 0930 403 0259,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kuya J Restaurant 0930-403-0259
kodak,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Kodak
kitchentable by bng,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KITCHENTABLE BY BnG
kitchn,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,THE KITCHN
kiwami,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,KIWAMI
kizuna,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kizuna
kizzashi loading,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Kizzashi Loading
klad,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,Klad
kleen o matic,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,Kleen O Matic
klen laundromat,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Klen Laundromat
klm advanced dental center,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KLM Advanced Dental Center
klm dental,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,KLM Dental
knc printz,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KNC PRINTZ
knd fonehaus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KND Fonehaus
knead brew bakery cafe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KNEAD BREW BAKERY CAFÉ
kobe clinic,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Kobe Clinic
kochi cafe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KOCHI CAFE
kraken takoyaki,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Kraken Takoyaki
krapow,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KRAPOW
krazy mushroom,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Krazy Mushroom
krispy ice cream,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KRISPY ICE CREAM
kumon 0933 856 9315,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KUMON 0933-856-9315
kumon robinsons otis center,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KUMON ROBINSONS OTIS CENTER
kumpares,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,KUMPARES
kung fu master cooking,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Kung Fu Master Cooking
kuppa coffee tea,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUPPA COFFEE TEA
kurbang lokal,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Kurbang Lokal
kureji,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUREJI
kurimi,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KURIMI
kusina manyaman,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUSINA MANYAMAN
kusina ni sendang,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUSINA NI SENDANG
kusina tsina,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUSINA TSINA
kusinang pinoy 0955 623 4688,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KUSINANG PINOY 0955-623-4688
kuv derma clinic ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,KUV DERMA CLINIC CA EXHIBITS ( PROPERTY PRO )
kuv derma clinic expansion fegis ii,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,KUV DERMA CLINIC EXPANSION FEGI'S II
kuya berts pares house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KUYA BERT'S PARES HOUSE
kuletz,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kuletz
kukugalbi restaurant,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUKUGALBI RESTAURANT
kuka,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KUKA
kskin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Kskin
krispy kreme 9190819300,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Krispy Kreme 9190819300
kristenzz,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kristenzz
kristenzz open,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kristenzz OPEN
kristine,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KRISTINE
kristine jewellery,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Kristine Jewellery
krizie ice jelly,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KRIZIE ICE JELLY
ksl beauty products,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KSL BEAUTY PRODUCTS
kublai khan,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,KUBLAI KHAN
ksyn fitness gym,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,KSYN Fitness Gym
kt drinks,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KT Drinks
ktlystph clothings,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Ktlystph Clothings
ktv playbox,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,KTV PLAYBOX
kuanzhai,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,KUANZHAI
kuanzhai alley,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,KUANZHAI ALLEY
landers,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Landers
landmark banks,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LANDMARK - BANKS
landmark department store,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Landmark Department Store
lemon made,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEMON MADE
lemon station,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemon Station
lemon twist,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEMON TWIST
lemon zone,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemon Zone
lemonaze,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMONAZE
lemoncha,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Lemoncha
lemonjuju,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemonjuju
lemonzest,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMONZEST
lemonzilla,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Lemonzilla
lemonzilla freshly squeezed lemonade,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMONZILLA FRESHLY SQUEEZED LEMONADE
lenin computer systems inc,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LENIN COMPUTER SYSTEMS INC
lens crafter shop,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,THE LENS CRAFTER SHOP
lenslab eyecare specialist,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lenslab EyeCare Specialist
leo dosirak,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEO DOSIRAK
leo pizza,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEO PIZZA
leondell,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LEONDELL
lemon pa more,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemon Pa More
lemon life,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemon Life
lee wrangler us polo,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LEE / WRANGLER / US POLO
lemon jess,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMON JESS
leica,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LEICA
leisure hopper,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Leisure Hopper
lemeur,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Lemeur
lemon 101,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LEMON 101
lemon blend 9959386824,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemon Blend 9959386824
lemon burst,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lemon Burst
lemon cali,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMON CALI
lemon co 0920 952 8907,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,THE LEMON CO. 0920-952-8907
lemon co juicery,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,THE LEMON CO JUICERY
lemon dew,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMON DEW
lemon drop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEMON DROP
lemon express,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Lemon Express
lemon greens,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMON GREENS
lemon hub sunsai,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEMON HUB SUNSAI
